"psi.grid" "DD.PL.q" "DD.PL.psi"
"1" 1.87174652879584 -2.11425520393658 -2.20583790745994
"2" 1.87833307159931 -2.06030640367562 -2.10928228364207
"3" 1.88491961440278 -2.00635835204528 -2.0148874479419
"4" 1.89150615720625 -1.95241105469537 -1.92265340048975
"5" 1.89809270000972 -1.89846451727567 -1.83258014141594
"6" 1.90467924281319 -1.84451874543597 -1.74466767085077
"7" 1.91126578561666 -1.79057374482608 -1.65891598892454
"8" 1.91785232842013 -1.73662952109578 -1.57532509576758
"9" 1.9244388712236 -1.68268607989487 -1.49389499151021
"10" 1.93102541402707 -1.62874342687314 -1.41462567628271
"11" 1.93761195683054 -1.5748015676804 -1.33751715021543
"12" 1.94419849963401 -1.52086050796642 -1.26256941343866
"13" 1.95078504243748 -1.466920253381 -1.18978246608271
"14" 1.95737158524095 -1.41298080957395 -1.1191563082779
"15" 1.96395812804442 -1.35904218219504 -1.05069094015454
"16" 1.97054467084789 -1.30510439354878 -0.984386361842952
"17" 1.97713121365136 -1.25116756872067 -0.920242573241536
"18" 1.98371775645483 -1.19723187196559 -0.858259572023631
"19" 1.9903042992583 -1.14329746761553 -0.798437354622964
"20" 1.99689084206177 -1.08936452000248 -0.740775917459848
"21" 2.00347738486524 -1.03543319345843 -0.6852752569546
"22" 2.01006392766871 -0.981503652315365 -0.631935369527541
"23" 2.01665047047219 -0.927576060905268 -0.580756251598993
"24" 2.02323701327566 -0.873650583560124 -0.531737899589255
"25" 2.02982355607913 -0.819727384611923 -0.484880309918657
"26" 2.0364100988826 -0.765806628392656 -0.440183479007519
"27" 2.04299664168607 -0.711888479234302 -0.397647403276151
"28" 2.04958318448954 -0.657973101468855 -0.357272079144866
"29" 2.05616972729301 -0.604060659428295 -0.319057503033987
"30" 2.06275627009648 -0.55017580394839 -0.283003671363829
"31" 2.06934281289995 -0.496583741278026 -0.249110580554712
"32" 2.07592935570342 -0.443686214411142 -0.217378227026948
"33" 2.08251589850689 -0.391886533477934 -0.187806607200858
"34" 2.08910244131036 -0.341588008608592 -0.160395717496755
"35" 2.09568898411383 -0.293193949933301 -0.135145554334957
"36" 2.1022755269173 -0.247107667582254 -0.112056114135781
"37" 2.10886206972077 -0.203732471685642 -0.0911273933195474
"38" 2.11544861252424 -0.163471672373653 -0.0723593883065685
"39" 2.12203515532771 -0.126728579776475 -0.0557520955171601
"40" 2.12862169813118 -0.0939065040243014 -0.0413055113716452
"41" 2.13520824093465 -0.0654087552473188 -0.0290196322256089
"42" 2.14179478373812 -0.0416386435757208 -0.0188944456109408
"43" 2.14838132654159 -0.0229994791396926 -0.0109299213613405
"44" 2.15496786934506 -0.00987371313338339 -0.00512602719651251
"45" 2.16155441214853 -0.00229343180958788 -0.00148273083615902
"46" 2.16814095495201 0 0
"47" 2.17472749775548 -0.00272598267266871 -0.000677802407728523
"48" 2.18131404055895 -0.0102039447956438 -0.0035161057790522
"49" 2.18790058336242 -0.0221664513369763 -0.00851487783367683
"50" 2.19448712616589 -0.0383460672647161 -0.0156740862913172
"51" 2.20107366896936 -0.0584753575469096 -0.024993698871672
"52" 2.20766021177283 -0.0822868871516108 -0.0364736832944551
"53" 2.2142467545763 -0.109513221046868 -0.0501140072793701
"54" 2.22083329737977 -0.139886924200731 -0.06591463854611
"55" 2.22741984018324 -0.173140561581249 -0.0838755448143996
"56" 2.23400638298671 -0.209006698156475 -0.103996693803939
"57" 2.24059292579018 -0.247217898894452 -0.126278053234424
"58" 2.24717946859365 -0.287508454541378 -0.150719590825579
"59" 2.25376601139712 -0.329669670439789 -0.1773212742971
"60" 2.26035255420059 -0.373561563469299 -0.206083071368696
"61" 2.26693909700406 -0.419048241242903 -0.237004949760072
"62" 2.27352563980753 -0.465993811373581 -0.270086877190928
"63" 2.280112182611 -0.514262381474329 -0.305328821380989
"64" 2.28669872541447 -0.563718059158131 -0.342730750049946
"65" 2.29328526821794 -0.614224952037973 -0.382292630917503
"66" 2.29987181102141 -0.665647167726848 -0.424014433499901
"67" 2.30645835382488 -0.717848813837742 -0.467896142669417
"68" 2.31304489662835 -0.770693997983638 -0.513937751087784
"69" 2.31963143943183 -0.824046827777534 -0.56213925147771
"70" 2.3262179822353 -0.877771410832411 -0.612500636561891
"71" 2.33280452503877 -0.931731854761254 -0.665021899063019
"72" 2.33939106784224 -0.985792795730751 -0.719703031703795
"73" 2.34597761064571 -1.0398649201478 -0.776544027206914
"74" 2.35256415344918 -1.09394004741069 -0.835544878295067
"75" 2.35915069625265 -1.14801825556914 -0.89670557769097
"76" 2.36573723905612 -1.20209962267283 -0.960026118117292
"77" 2.37232378185959 -1.25618422677147 -1.02550649229675
"78" 2.37891032466306 -1.31027214591475 -1.09314669295203
"79" 2.38549686746653 -1.36436345815238 -1.16294671280583
"80" 2.39208341027 -1.41845824153405 -1.23490654458085
"81" 2.39866995307347 -1.47255657410946 -1.30902618099981
"82" 2.40525649587694 -1.52665853392831 -1.38530561478535
"83" 2.41184303868041 -1.58076419904031 -1.46374483866022
"84" 2.41842958148388 -1.63487364749514 -1.54434384534709
"85" 2.42501612428735 -1.68898695734251 -1.62710262756867
"86" 2.43160266709082 -1.7431042066107 -1.71202117804764
"87" 2.43818920989429 -1.79722546244811 -1.79909948950671
"88" 2.44477575269776 -1.85135076345415 -1.88833755466858
"89" 2.45136229550123 -1.90548014360215 -1.97973536625594
"90" 2.4579488383047 -1.95961363686542 -2.07329291701403
"91" 2.46453538110817 -2.01375127721729 -2.16901020189233
"92" 2.47112192391165 -2.06789309863108 -2.26688721986496
