"psi.grid" "DD.PL.q" "DD.PL.psi" "Analytical.PL"
"71" 0.365752279061229 -0.595110211182397 -0.628728149026893 -0.626526679873152
"72" 0.368122960998878 -0.65180621726248 -0.68089891446207 -0.67856315532057
"73" 0.370493642936528 -0.711079714788503 -0.734743029117179 -0.732120571063263
"74" 0.372864324874178 -0.772930694714426 -0.790213454981045 -0.787141802166219
"75" 0.375235006811828 -0.83735915132545 -0.847263154042485 -0.843568776588899
"76" 0.377605688749478 -0.904365078906773 -0.90584508829032 -0.901343458778637
"77" 0.379976370687127 -0.973948471743594 -0.965912219713366 -0.960405631586469
"78" 0.382347052624777 -1.04610932412111 -1.02741751030044 -1.02070106230098
"79" 0.384717734562427 -1.12084763032453 -1.09031392204038 -1.08217763753152
"80" 0.387088416500077 -1.19816338463904 -1.15455441692198 -1.14478068124652
