"psi.grid" "DD.PL.q" "Analytical.PL"
"1" 0.00669519472765097 -3.83924410127338 -4.38200394908285
"2" 0.00724009771607289 -3.36325601813052 -3.64092189660516
"3" 0.0077850007044948 -2.92989649052549 -3.03129726782626
"4" 0.00832990369291672 -2.5370188495741 -2.52554968986182
"5" 0.00887480668133863 -2.18247642639214 -2.10320954518972
"6" 0.00941970966976055 -1.86412255209543 -1.74866279998571
"7" 0.00996461265818247 -1.57981055779976 -1.44978233354616
"8" 0.0105095156466044 -1.32739377462094 -1.19714166153113
"9" 0.0110544186350263 -1.10472553367475 -0.983191796453566
"10" 0.0115993216234482 -0.90965916607702 -0.801920534849192
"11" 0.0121442246118701 -0.740048002943537 -0.648427199896114
"12" 0.012689127600292 -0.593745375390107 -0.518648111027653
"13" 0.013234030588714 -0.468604614532532 -0.409342038681132
"14" 0.0137789335771359 -0.362479051486611 -0.317683715062634
"15" 0.0143238365655578 -0.273222017368152 -0.241374639582885
"16" 0.0148687395539797 -0.198805203477736 -0.178465334730237
"17" 0.0154136425424016 -0.137930736885942 -0.127295815899372
"18" 0.0159585455308235 -0.0895791102831444 -0.0864549016814991
"19" 0.0165034485192455 -0.0527313643234976 -0.054723554529077
"20" 0.0170483515076674 -0.0263685396611811 -0.0310614996238474
"21" 0.0175932544960893 -0.00947167695038725 -0.0145587732064429
"22" 0.0181381574845112 -0.00102181684526129 -0.00443471456231137
"23" 0.0186830604729331 0 0
"24" 0.019227963461355 -0.00538726706877585 -0.000654195879167929
"25" 0.019772866449777 -0.0161646587057577 -0.00587044211243892
"26" 0.0203177694381989 -0.0313132155651119 -0.0151825604584435
"27" 0.0208626724266208 -0.0498139783010309 -0.0281810889284122
"28" 0.0214075754150427 -0.0706479875676748 -0.0445019458576761
"29" 0.0219524784034646 -0.092796284019236 -0.0638171676642543
"30" 0.0224973813918865 -0.115310216543893 -0.085845182753606
"31" 0.0230422843803085 -0.137931842121091 -0.110326416295729
"32" 0.0235871873687304 -0.160795256443201 -0.137026129939008
"33" 0.0241320903571523 -0.184039054929594 -0.165743349702689
"34" 0.0246769933455742 -0.207801832999667 -0.196287104923941
"35" 0.0252218963339961 -0.232222186072791 -0.228496943030742
"36" 0.025766799322418 -0.257438709568322 -0.262215508174293
"37" 0.02631170231084 -0.283589998905651 -0.297309208860097
"38" 0.0268566052992619 -0.310814649504153 -0.333654680011276
"39" 0.0274015082876838 -0.339251256783205 -0.37113620023327
"40" 0.0279464112761057 -0.369038416162187 -0.40966562269131
"41" 0.0284913142645276 -0.400314723060449 -0.44913885300723
"42" 0.0290362172529495 -0.4332187728974 -0.489466230113521
"43" 0.0295811202413714 -0.467889161092405 -0.530597330937134
"44" 0.0301260232297934 -0.504455857629299 -0.572431088742034
"45" 0.0306709262182153 -0.542903952129306 -0.6149237348382
"46" 0.0312158292066372 -0.583098317205896 -0.658008583875488
"47" 0.0317607321950591 -0.62490018661682 -0.701637607361194
"48" 0.032305635183481 -0.668170794119899 -0.745762797631249
"49" 0.0328505381719029 -0.712771373472922 -0.790332498606446
"50" 0.0333954411603249 -0.758563158433712 -0.835319379546041
"51" 0.0339403441487468 -0.805407382760021 -0.880680523105466
"52" 0.0344852471371687 -0.853165280209687 -0.926369483390189
"53" 0.0350301501255906 -0.90169808454048 -0.972356548629495
"54" 0.0355750531140125 -0.950867029510183 -1.01862439996576
"55" 0.0361199561024344 -1.00053334887664 -1.06514428213627
"56" 0.0366648590908564 -1.05055827639764 -1.11189333426004
"57" 0.0372097620792783 -1.10080304583094 -1.15883977372377
"58" 0.0377546650677002 -1.15113071019841 -1.20596680508083
"59" 0.0382995680561221 -1.20146442561518 -1.25324875907608
"60" 0.038844471044544 -1.25179978185705 -1.30068032771054
"61" 0.0393893740329659 -1.3021366810294 -1.348239565369
"62" 0.0399342770213879 -1.35247502523757 -1.39591148114501
"63" 0.0404791800098098 -1.40281471658695 -1.44368599653397
"64" 0.0410240829982317 -1.4531556571829 -1.4915436910716
"65" 0.0415689859866536 -1.50349774913079 -1.53947569110234
"66" 0.0421138889750755 -1.55384089453599 -1.58747244834776
"67" 0.0426587919634974 -1.60418499550386 -1.63552150344838
"68" 0.0432036949519193 -1.65452995413976 -1.6836149043187
"69" 0.0437485979403413 -1.70487567254906 -1.73174421851123
"70" 0.0442935009287632 -1.75522205283715 -1.77990167041048
"71" 0.0448384039171851 -1.80556899710936 -1.82808001361293
"72" 0.045383306905607 -1.85591640781203 -1.87627165789904
"73" 0.0459282098940289 -1.90626421709461 -1.92447212538207
"74" 0.0464731128824508 -1.95661240943888 -1.97267698312994
"75" 0.0470180158708728 -2.00696097465352 -2.02088002706933
"76" 0.0475629188592947 -2.05730990254725 -2.06907604257601
"77" 0.0481078218477166 -2.10765918292875 -2.11726145923399
"78" 0.0486527248361385 -2.15800880560674 -2.16543250025707
"79" 0.0491976278245604 -2.20835876038993 -2.21358180030069
"80" 0.0497425308129823 -2.25870903708699 -2.2617092569645
"81" 0.0502874338014043 -2.30905962550664 -2.30981413874317
"82" 0.0508323367898262 -2.35941051545761 -2.35789388134377
"83" 0.0513772397782481 -2.40976169674855 -2.40594485708278
"84" 0.05192214276667 -2.46011315918823 -2.45396396521993
"85" 0.0524670457550919 -2.51046489258527 -2.50195218823432
"86" 0.0530119487435138 -2.56081688675284 -2.54991397467594
"87" 0.0535568517319358 -2.6111691337319 -2.59783054944231
"88" 0.0541017547203577 -2.66152163140949 -2.64570551004062
"89" 0.0546466577087796 -2.71187437862003 -2.69354600497955
