"psi.grid" "DD.PL.q" "Analytical.PL"
"1" 0.144162988053406 -3.18850957136394 -3.72274480263328
"2" 0.147044133827936 -3.04290326392196 -3.54987260720721
"3" 0.149925279602467 -2.90069966755945 -3.37998499117693
"4" 0.152806425376998 -2.76189878225875 -3.21322562542814
"5" 0.155687571151529 -2.62650060800218 -3.0497354456101
"6" 0.15856871692606 -2.49450514477208 -2.88965273157656
"7" 0.161449862700591 -2.36591239255079 -2.73311149703002
"8" 0.164331008475122 -2.24072235132063 -2.58024180464503
"9" 0.167212154249653 -2.11893502106394 -2.4311589343052
"10" 0.170093300024183 -2.00055040176305 -2.28599982199919
"11" 0.172974445798714 -1.88556849340029 -2.14486177879612
"12" 0.175855591573245 -1.773989295958 -2.0078525869538
"13" 0.178736737347776 -1.66581280941851 -1.87506861650736
"14" 0.181617883122307 -1.56103903376415 -1.74659122563952
"15" 0.184499028896838 -1.45966796897726 -1.62251312136914
"16" 0.187380174671369 -1.36169961387181 -1.50289785146529
"17" 0.190261320445899 -1.26713396005157 -1.38780162240099
"18" 0.19314246622043 -1.17597099637251 -1.27729404158701
"19" 0.196023611994961 -1.08821071168518 -1.17141250606893
"20" 0.198904757769492 -1.00385309484017 -1.07018336606468
"21" 0.201785903544023 -0.922898134688019 -0.973639938883206
"22" 0.204667049318554 -0.845345820079302 -0.881799341563617
"23" 0.207548195093085 -0.771196139864583 -0.794671690597145
"24" 0.210429340867615 -0.700449082894424 -0.712263516001826
"25" 0.213310486642146 -0.633104638019391 -0.634565058660787
"26" 0.216191632416677 -0.569162794090043 -0.561561663807534
"27" 0.219072778191208 -0.508623539956949 -0.493235946541326
"28" 0.221953923965739 -0.451486864470669 -0.429561243613691
"29" 0.22483506974027 -0.397752756481767 -0.370502610871476
"30" 0.227716215514801 -0.347421200075847 -0.316027972520608
"31" 0.230597361289332 -0.300492132527538 -0.266091364261495
"32" 0.233478507063862 -0.256965464542033 -0.220644889310435
"33" 0.236359652838393 -0.216841106519583 -0.179637205622161
"34" 0.239240798612924 -0.18011896886043 -0.14301191185935
"35" 0.242121944387455 -0.14679896196482 -0.110710162410005
"36" 0.245003090161986 -0.116880996232992 -0.082667805242373
"37" 0.247884235936517 -0.0903649820651994 -0.058823424245297
"38" 0.250765381711048 -0.0672508298616805 -0.0391112760729762
"39" 0.253646527485578 -0.047538450022682 -0.0234538074773525
"40" 0.256527673260109 -0.0312277529484468 -0.0117905867181385
"41" 0.25940881903464 -0.0183186490392171 -0.00404141197042307
"42" 0.262289964809171 -0.00881104869524396 -0.000136001322026402
"43" 0.265171110583702 -0.00270486231676809 0
"44" 0.268052256358233 0 -0.00355794744150373
"45" 0.270933402132764 -0.000696366734356219 -0.0107334724913102
"46" 0.273814547907295 -0.00479386327182205 -0.0214541750124866
"47" 0.276695693681825 -0.0122923902360932 -0.0356425583758693
"48" 0.279576839456356 -0.0231918482508732 -0.0532242501469646
"49" 0.282457985230887 -0.0374921379398795 -0.0741236792915991
"50" 0.285339131005418 -0.0551931599268114 -0.0982655555723753
"51" 0.288220276779949 -0.0762948148353799 -0.125574690946774
"52" 0.29110142255448 -0.100797003289293 -0.15597979975739
"53" 0.293982568329011 -0.128699625912252 -0.189410026152014
"54" 0.296863714103541 -0.16000258332797 -0.225788261966834
"55" 0.299744859878072 -0.194705776160151 -0.265045606447327
"56" 0.302626005652603 -0.232809105032503 -0.307113840075015
"57" 0.305507151427134 -0.27431247056873 -0.351919499408282
"58" 0.308388297201665 -0.319215774284675 -0.399400659074185
"59" 0.311269442976196 -0.367518947169557 -0.449487175871859
"60" 0.314150588750727 -0.419221955732646 -0.502116148661482
"61" 0.317031734525257 -0.47432476859789 -0.557219400106757
"62" 0.319912880299788 -0.532827354389244 -0.614732818076906
"63" 0.322794026074319 -0.594729681730663 -0.674597878979156
"64" 0.32567517184885 -0.660031719246091 -0.736750823328261
"65" 0.328556317623381 -0.728733435559489 -0.801136033349508
"66" 0.331437463397912 -0.800834799294801 -0.867690272589492
"67" 0.334318609172443 -0.876335779075987 -0.936360176917692
"68" 0.337199754946974 -0.955236343526993 -1.00709130069349
"69" 0.340080900721504 -1.03753646127177 -1.07982232163038
"70" 0.342962046496035 -1.12323610093428 -1.15450693076482
"71" 0.345843192270566 -1.21233523113846 -1.23109142492196
"72" 0.348724338045097 -1.30483382062588 -1.30951932129852
"73" 0.351605483819628 -1.40073184838379 -1.38974120622793
"74" 0.354486629594159 -1.50002931145078 -1.47171683412858
"75" 0.35736777536869 -1.60272620870289 -1.5553935197267
"76" 0.36024892114322 -1.70882253901615 -1.64072648527404
"77" 0.363130066917751 -1.8183183012666 -1.72766435526922
"78" 0.366011212692282 -1.93121349433029 -1.81617222304329
"79" 0.368892358466813 -2.04750811708325 -1.90620257243372
"80" 0.371773504241344 -2.16720216840152 -1.99771308060957
"81" 0.374654650015875 -2.29029564716114 -2.09065946067876
"82" 0.377535795790406 -2.41678855223816 -2.18501068796422
"83" 0.380416941564936 -2.5466808825086 -2.28072166618601
"84" 0.383298087339467 -2.67997263684852 -2.377755787584
"85" 0.386179233113998 -2.81666381413394 -2.47607206153915
"86" 0.389060378888529 -2.95675441324147 -2.57564470975361
"87" 0.39194152466306 -3.10024443332703 -2.67643025855321
"88" 0.394822670437591 -3.24713387427962 -2.77839988368579
"89" 0.397703816212122 -3.39742273610698 -2.8815148759521
"90" 0.400584961986653 -3.55111101881687 -2.98574477069071
"91" 0.403466107761183 -3.70819872241705 -3.09105818794146
"92" 0.406347253535714 -3.86868584691527 -3.19742611588304
